project,commit_id,CWE,CVE,bug_info,commit_url,repo_url
linux,5a0fdfada3a2aa50d7b947a2e958bf00cbe0d830,CWE-241,,Improper Data Handling,https://github.com/torvalds/linux/commit/5a0fdfada3a2aa50d7b947a2e958bf00cbe0d830,https://github.com/torvalds/linux
linux,f26967b9f7a830e228bb13fb41bd516ddd9d789d,CWE-416,,Use After Free,https://github.com/torvalds/linux/commit/f26967b9f7a830e228bb13fb41bd516ddd9d789d,https://github.com/torvalds/linux
linux,df80cd9b28b9ebaa284a41df611dbf3a2d05ca74,CWE-787,,Error Handling,https://github.com/torvalds/linux/commit/df80cd9b28b9ebaa284a41df611dbf3a2d05ca74,https://github.com/torvalds/linux
Pillow,ae453aa18b66af54e7ff716f4ccb33adca60afd4,CWE-787,,Out-of-Bounds,https://github.com/python-pillow/Pillow/commit/ae453aa18b66af54e7ff716f4ccb33adca60afd4,https://github.com/python-pillow/Pillow
krb5,e6ae703ae597d798e310368d52b8f38ee11c6a73,CWE-125,,Out-of-Bounds,https://github.com/krb5/krb5/commit/e6ae703ae597d798e310368d52b8f38ee11c6a73,https://github.com/krb5/krb5
ImageMagick6,f663dfb8431c97d95682a2b533cca1c8233d21b4,CWE-369,,Divide By Zero,https://github.com/ImageMagick/ImageMagick6/commit/f663dfb8431c97d95682a2b533cca1c8233d21b4,https://github.com/ImageMagick/ImageMagick6
radare2,0b973e28166636e0ff1fad80baa0385c9c09c53a,CWE-787,,Out-of-Bounds,https://github.com/radare/radare2/commit/0b973e28166636e0ff1fad80baa0385c9c09c53a,https://github.com/radare/radare2
libguestfs,fa6a76050d82894365dfe32916903ef7fee3ffcd,CWE-703,,Denial of Service (DoS),https://github.com/libguestfs/libguestfs/commit/fa6a76050d82894365dfe32916903ef7fee3ffcd,https://github.com/libguestfs/libguestfs
njs,6a40a85ff239497c6458c7dbef18f6a2736fe992,CWE-269,,Privilege Escalation,https://github.com/nginx/njs/commit/6a40a85ff239497c6458c7dbef18f6a2736fe992,https://github.com/nginx/njs
linux,2702b1526c7278c4d65d78de209a465d4de2885e,CWE-79,,Cross-site Scripting (XSS),https://github.com/torvalds/linux/commit/2702b1526c7278c4d65d78de209a465d4de2885e,https://github.com/torvalds/linux
linux,c9f838d104fed6f2f61d68164712e3204bf5271b,CWE-399,,Resource Management Errors,https://github.com/torvalds/linux/commit/c9f838d104fed6f2f61d68164712e3204bf5271b,https://github.com/torvalds/linux
linux,ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,CWE-787,,Out-of-Bounds,https://github.com/torvalds/linux/commit/ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,https://github.com/torvalds/linux
FreeRDP,b73143cf7ee5fe4cdabcbf56908aa15d8a883821,CWE-125,,Out-of-bounds Read,https://github.com/FreeRDP/FreeRDP/commit/b73143cf7ee5fe4cdabcbf56908aa15d8a883821,https://github.com/FreeRDP/FreeRDP
Espruino,0a7619875bf79877907205f6bee08465b89ff10b,CWE-787,,Out-of-Bounds,https://github.com/espruino/Espruino/commit/0a7619875bf79877907205f6bee08465b89ff10b,https://github.com/espruino/Espruino
vim,338f1fc0ee3ca929387448fe464579d6113fa76a,CWE-787,,Out-of-bounds Write,https://github.com/vim/vim/commit/338f1fc0ee3ca929387448fe464579d6113fa76a,https://github.com/vim/vim
linux,6c85501f2fabcfc4fc6ed976543d252c4eaf4be9,CWE-284,,Information Exposure,https://github.com/torvalds/linux/commit/6c85501f2fabcfc4fc6ed976543d252c4eaf4be9,https://github.com/torvalds/linux
linux,eee5cc2702929fd41cce28058dc6d6717f723f87,,,Code,https://github.com/torvalds/linux/commit/eee5cc2702929fd41cce28058dc6d6717f723f87,https://github.com/torvalds/linux
linux,79e48650320e6fba48369fccf13fd045315b19b8,CWE-200,,Information Exposure,https://github.com/torvalds/linux/commit/79e48650320e6fba48369fccf13fd045315b19b8,https://github.com/torvalds/linux
linux,728c1e2a05e4b5fc52fab3421dce772a806612a2,CWE-401,,Double Free,https://github.com/torvalds/linux/commit/728c1e2a05e4b5fc52fab3421dce772a806612a2,https://github.com/torvalds/linux
gpac,86c1566f040b2b84c72afcb6cbd444c5aff56cfe,CWE-787,,Heap-based Buffer Overflow,https://github.com/gpac/gpac/commit/86c1566f040b2b84c72afcb6cbd444c5aff56cfe,https://github.com/gpac/gpac
linux,e9c243a5a6de0be8e584c604d353412584b592f8,CWE-269,,Privilege Escalation,https://github.com/torvalds/linux/commit/e9c243a5a6de0be8e584c604d353412584b592f8,https://github.com/torvalds/linux
vim,5fa9f23a63651a8abdb074b4fc2ec9b1adc6b089,CWE-787,,Buffer Overflow,https://github.com/vim/vim/commit/5fa9f23a63651a8abdb074b4fc2ec9b1adc6b089,https://github.com/vim/vim
OpenSC,cae5c71f,CWE-787,,Heap-based Buffer Overflow,https://github.com/OpenSC/OpenSC/commit/cae5c71f,https://github.com/OpenSC/OpenSC
tensorflow,c4d7afb6a5986b04505aca4466ae1951686c80f6,CWE-787,,Buffer Overflow,https://github.com/tensorflow/tensorflow/commit/c4d7afb6a5986b04505aca4466ae1951686c80f6,https://github.com/tensorflow/tensorflow
curl,6ecdf5136b52af7,CWE-703,,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,https://github.com/curl/curl/commit/6ecdf5136b52af7,https://github.com/curl/curl
linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2,CWE-284,,Access Restriction Bypass,https://github.com/torvalds/linux/commit/4ff67b720c02c36e54d55b88c2931879b7db1cd2,https://github.com/torvalds/linux
linux,04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,CWE-416,,Use After Free,https://github.com/torvalds/linux/commit/04c2a47ffb13c29778e2a14e414ad4cb5a5db4b5,https://github.com/torvalds/linux
linux,162f98dea487206d9ab79fc12ed64700667a894d,CWE-703,,Memory Leak,https://github.com/torvalds/linux/commit/162f98dea487206d9ab79fc12ed64700667a894d,https://github.com/torvalds/linux
redis,6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd,CWE-703,,Out-of-bounds Read,https://github.com/redis/redis/commit/6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd,https://github.com/redis/redis
ImageMagick6,bfa3b9610c83227894c92b0d312ad327fceb6241,CWE-787,,Out-of-bounds Write,https://github.com/ImageMagick/ImageMagick6/commit/bfa3b9610c83227894c92b0d312ad327fceb6241,https://github.com/ImageMagick/ImageMagick6
linux,f5563318ff1bde15b10e736e97ffce13be08bc1a,CWE-20,,Out-of-Bounds,https://github.com/torvalds/linux/commit/f5563318ff1bde15b10e736e97ffce13be08bc1a,https://github.com/torvalds/linux
ImageMagick,07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36,CWE-125,,Out-of-bounds Read,https://github.com/ImageMagick/ImageMagick/commit/07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36,https://github.com/ImageMagick/ImageMagick
linux,71b3c126e61177eb693423f2e18a1914205b165e,CWE-362,,Race Condition,https://github.com/torvalds/linux/commit/71b3c126e61177eb693423f2e18a1914205b165e,https://github.com/torvalds/linux
fluent-bit,cadff53c093210404aed01c4cf586adb8caa07af,CWE-787,,Integer Overflow or Wraparound,https://github.com/fluent/fluent-bit/commit/cadff53c093210404aed01c4cf586adb8caa07af,https://github.com/fluent/fluent-bit
linux,27d461333459d282ffa4a2bdb6b215a59d493a8f,CWE-401,,Memory Leak,https://github.com/torvalds/linux/commit/27d461333459d282ffa4a2bdb6b215a59d493a8f,https://github.com/torvalds/linux
varnish-cache,c5fd097e5cce8b461c6443af02b3448baef2491d,CWE-703,,Race Condition,https://github.com/varnishcache/varnish-cache/commit/c5fd097e5cce8b461c6443af02b3448baef2491d,https://github.com/varnishcache/varnish-cache
linux,1b53cf9815bb4744958d41f3795d5d5a1d365e2d,CWE-416,,Use After Free,https://github.com/torvalds/linux/commit/1b53cf9815bb4744958d41f3795d5d5a1d365e2d,https://github.com/torvalds/linux
linux,24f6008564183aa120d07c03d9289519c2fe02af,CWE-269,,Privilege Escalation,https://github.com/torvalds/linux/commit/24f6008564183aa120d07c03d9289519c2fe02af,https://github.com/torvalds/linux
linux,1d147bfa64293b2723c4fec50922168658e613ba,CWE-362,,Race Condition,https://github.com/torvalds/linux/commit/1d147bfa64293b2723c4fec50922168658e613ba,https://github.com/torvalds/linux
audiofile,a2e9eab8ea87c4ffc494d839ebb4ea145eb9f2e6,CWE-284,,Out-of-bounds Write,https://github.com/antlarr/audiofile/commit/a2e9eab8ea87c4ffc494d839ebb4ea145eb9f2e6,https://github.com/antlarr/audiofile
linux,8e3fbf870481eb53b2d3a322d1fc395ad8b367ed,CWE-399,,Resource Management Errors,https://github.com/torvalds/linux/commit/8e3fbf870481eb53b2d3a322d1fc395ad8b367ed,https://github.com/torvalds/linux
linux,2172fa709ab32ca60e86179dc67d0857be8e2c98,CWE-20,,Improper Input Validation,https://github.com/torvalds/linux/commit/2172fa709ab32ca60e86179dc67d0857be8e2c98,https://github.com/torvalds/linux
libexpat,efcb347440ade24b9f1054671e6bd05e60b4cafd,CWE-787,,Buffer Overflow,https://github.com/libexpat/libexpat/commit/efcb347440ade24b9f1054671e6bd05e60b4cafd,https://github.com/libexpat/libexpat
Little-CMS,fefaaa43c382eee632ea3ad0cfa915335140e1db,CWE-94,,Arbitrary Code Execution,https://github.com/mm2/Little-CMS/commit/fefaaa43c382eee632ea3ad0cfa915335140e1db,https://github.com/mm2/Little-CMS
wireshark,11edc83b98a61e890d7bb01855389d40e984ea82,CWE-20,,Improper Input Validation,https://github.com/wireshark/wireshark/commit/11edc83b98a61e890d7bb01855389d40e984ea82,https://github.com/wireshark/wireshark
FFmpeg,1713eec29add37b654ec6bf262b843d139c1ffc6,CWE-703,,Denial of Service (DoS),https://github.com/FFmpeg/FFmpeg/commit/1713eec29add37b654ec6bf262b843d139c1ffc6,https://github.com/FFmpeg/FFmpeg
linux,6c4841c2b6c32a134f9f36e5e08857138cc12b10,CWE-241,,Improper Data Handling,https://github.com/torvalds/linux/commit/6c4841c2b6c32a134f9f36e5e08857138cc12b10,https://github.com/torvalds/linux
radare2,fbaf24bce7ea4211e4608b3ab6c1b45702cb243d,CWE-476,,NULL Pointer Dereference,https://github.com/radare/radare2/commit/fbaf24bce7ea4211e4608b3ab6c1b45702cb243d,https://github.com/radare/radare2
util-linux,166e87368ae88bf31112a30e078cceae637f4cdb,CWE-703,,Denial of Service (DoS),https://github.com/util-linux/util-linux/commit/166e87368ae88bf31112a30e078cceae637f4cdb,https://github.com/util-linux/util-linux
linux,dad48e73127ba10279ea33e6dbc8d3905c4d31c0,CWE-787,,Out-of-Bounds,https://github.com/torvalds/linux/commit/dad48e73127ba10279ea33e6dbc8d3905c4d31c0,https://github.com/torvalds/linux
FFmpeg,e1b60aad77c27ed5d4dfc11e5e6a05a38c70489d,CWE-787,,Out-of-Bounds,https://github.com/FFmpeg/FFmpeg/commit/e1b60aad77c27ed5d4dfc11e5e6a05a38c70489d,https://github.com/FFmpeg/FFmpeg
linux,bcf3b67d16a4c8ffae0aa79de5853435e683945c,CWE-476,,NULL Pointer Dereference,https://github.com/torvalds/linux/commit/bcf3b67d16a4c8ffae0aa79de5853435e683945c,https://github.com/torvalds/linux
ImageMagick,eac8ce4d873f28bb6a46aa3a662fb196b49b95d0,CWE-703,,Denial of Service (DoS),https://github.com/ImageMagick/ImageMagick/commit/eac8ce4d873f28bb6a46aa3a662fb196b49b95d0,https://github.com/ImageMagick/ImageMagick
linux,a0f1d21c1ccb1da66629627a74059dd7f5ac9c61,CWE-284,,Access Restriction Bypass,https://github.com/torvalds/linux/commit/a0f1d21c1ccb1da66629627a74059dd7f5ac9c61,https://github.com/torvalds/linux
libxkbcommon,96df3106d49438e442510c59acad306e94f3db4d,CWE-476,,NULL Pointer Dereference,https://github.com/xkbcommon/libxkbcommon/commit/96df3106d49438e442510c59acad306e94f3db4d,https://github.com/xkbcommon/libxkbcommon
FFmpeg,95556e27e2c1d56d9e18f5db34d6f756f3011148,CWE-125,,Out-of-bounds Read,https://github.com/FFmpeg/FFmpeg/commit/95556e27e2c1d56d9e18f5db34d6f756f3011148,https://github.com/FFmpeg/FFmpeg
ImageMagick,aecd0ada163a4d6c769cec178955d5f3e9316f2f,CWE-787,,Out-of-Bounds,https://github.com/ImageMagick/ImageMagick/commit/aecd0ada163a4d6c769cec178955d5f3e9316f2f,https://github.com/ImageMagick/ImageMagick
libgd,01c61f8ab110a77ae64b5ca67c244c728c506f03,CWE-125,,Out-of-bounds Read,https://github.com/libgd/libgd/commit/01c61f8ab110a77ae64b5ca67c244c728c506f03,https://github.com/libgd/libgd
FFmpeg,fa19fbcf712a6a6cc5a5cfdc3254a97b9bce6582,CWE-369,,Divide By Zero,https://github.com/FFmpeg/FFmpeg/commit/fa19fbcf712a6a6cc5a5cfdc3254a97b9bce6582,https://github.com/FFmpeg/FFmpeg
linux,bfd0a56b90005f8c8a004baf407ad90045c2b11e,CWE-20,,Improper Input Validation,https://github.com/torvalds/linux/commit/bfd0a56b90005f8c8a004baf407ad90045c2b11e,https://github.com/torvalds/linux
neomutt,65d64a5b60a4a3883f2cd799d92c6091d8854f23,,,Integer Underflow,https://github.com/neomutt/neomutt/commit/65d64a5b60a4a3883f2cd799d92c6091d8854f23,https://github.com/neomutt/neomutt
linux,9b57da0630c9fd36ed7a20fc0f98dc82cc0777fa,CWE-787,,Out-of-bounds Write,https://github.com/torvalds/linux/commit/9b57da0630c9fd36ed7a20fc0f98dc82cc0777fa,https://github.com/torvalds/linux
linux,28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,CWE-401,,Resource Management Errors,https://github.com/torvalds/linux/commit/28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,https://github.com/torvalds/linux
linux,c91815b596245fd7da349ecc43c8def670d2269e,CWE-703,,Denial of Service (DoS),https://github.com/torvalds/linux/commit/c91815b596245fd7da349ecc43c8def670d2269e,https://github.com/torvalds/linux
linux,9344a972961d1a6d2c04d9008b13617bcb6ec2ef,CWE-200,,Information Exposure,https://github.com/torvalds/linux/commit/9344a972961d1a6d2c04d9008b13617bcb6ec2ef,https://github.com/torvalds/linux
FFmpeg,d893253fcd93d11258e98857175e93be7d158708,CWE-125,,Out-of-bounds Read,https://github.com/FFmpeg/FFmpeg/commit/d893253fcd93d11258e98857175e93be7d158708,https://github.com/FFmpeg/FFmpeg
FFmpeg,7ec414892ddcad88313848494b6fc5f437c9ca4a,CWE-703,,Denial of Service (DoS),https://github.com/FFmpeg/FFmpeg/commit/7ec414892ddcad88313848494b6fc5f437c9ca4a,https://github.com/FFmpeg/FFmpeg
FFmpeg,b97a4b658814b2de8b9f2a3bce491c002d34de31,CWE-20,,Improper Validation of Array Index,https://github.com/FFmpeg/FFmpeg/commit/b97a4b658814b2de8b9f2a3bce491c002d34de31,https://github.com/FFmpeg/FFmpeg
linux,6ec82562ffc6f297d0de36d65776cff8e5704867,CWE-399,,Resource Management Errors,https://github.com/torvalds/linux/commit/6ec82562ffc6f297d0de36d65776cff8e5704867,https://github.com/torvalds/linux
linux,c95eb3184ea1a3a2551df57190c81da695e2144b,CWE-20,,Improper Input Validation,https://github.com/torvalds/linux/commit/c95eb3184ea1a3a2551df57190c81da695e2144b,https://github.com/torvalds/linux
linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,CWE-703,,Denial of Service (DoS),https://github.com/torvalds/linux/commit/f26f9aff6aaf67e9a430d16c266f91b13a5bff64,https://github.com/torvalds/linux
FFmpeg,8c55ff393340998faae887dfac19e7ef128e1e58,CWE-703,,Denial of Service (DoS),https://github.com/FFmpeg/FFmpeg/commit/8c55ff393340998faae887dfac19e7ef128e1e58,https://github.com/FFmpeg/FFmpeg
tcpdump,a77ff09c46560bc895dea11dc9fe643486b056ac,CWE-787,,Out-of-Bounds,https://github.com/the-tcpdump-group/tcpdump/commit/a77ff09c46560bc895dea11dc9fe643486b056ac,https://github.com/the-tcpdump-group/tcpdump
linux,86acdca1b63e6890540fa19495cfc708beff3d8b,CWE-362,,Use After Free,https://github.com/torvalds/linux/commit/86acdca1b63e6890540fa19495cfc708beff3d8b,https://github.com/torvalds/linux
ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,CWE-703,,Denial of Service (DoS),https://github.com/ImageMagick/ImageMagick/commit/bdbbb13f1fe9b7e2465502c500561720f7456aac,https://github.com/ImageMagick/ImageMagick
linux,f05819df10d7b09f6d1eb6f8534a8f68e5a4fe61,CWE-190,,Improper Input Validation,https://github.com/torvalds/linux/commit/f05819df10d7b09f6d1eb6f8534a8f68e5a4fe61,https://github.com/torvalds/linux
OpenSC,c246f6f69a749d4f68626b40795a4f69168008f4,CWE-415,,Double Free,https://github.com/OpenSC/OpenSC/commit/c246f6f69a749d4f68626b40795a4f69168008f4,https://github.com/OpenSC/OpenSC
linux,7c80f9e4a588f1925b07134bb2e3689335f6c6d8,CWE-476,,NULL Pointer Dereference,https://github.com/torvalds/linux/commit/7c80f9e4a588f1925b07134bb2e3689335f6c6d8,https://github.com/torvalds/linux
re2c,039c18949190c5de5397eba504d2c75dad2ea9ca,CWE-787,,Buffer Overflow,https://github.com/skvadrik/re2c/commit/039c18949190c5de5397eba504d2c75dad2ea9ca,https://github.com/skvadrik/re2c
libmspack,18b6a2cc0b87536015bedd4f7763e6b02d5aa4f3,CWE-703,,Out-of-Bounds,https://github.com/kyz/libmspack/commit/18b6a2cc0b87536015bedd4f7763e6b02d5aa4f3,https://github.com/kyz/libmspack
ImageMagick,c8718305f120293d8bf13724f12eed885d830b09,CWE-787,,Buffer Overflow,https://github.com/ImageMagick/ImageMagick/commit/c8718305f120293d8bf13724f12eed885d830b09,https://github.com/ImageMagick/ImageMagick
envoy,18871dbfb168d3512a10c78dd267ff7c03f564c6,CWE-703,,Denial of Service (DoS),https://github.com/envoyproxy/envoy/commit/18871dbfb168d3512a10c78dd267ff7c03f564c6,https://github.com/envoyproxy/envoy
tensorflow,429f009d2b2c09028647dd4bb7b3f6f414bbaad7,,,Access of Uninitialized Pointer,https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7,https://github.com/tensorflow/tensorflow
linux,999653786df6954a31044528ac3f7a5dadca08f4,CWE-284,,Improper Access Control,https://github.com/torvalds/linux/commit/999653786df6954a31044528ac3f7a5dadca08f4,https://github.com/torvalds/linux
gdal,148115fcc40f1651a5d15fa34c9a8c528e7147bb,CWE-415,,Double Free,https://github.com/OSGeo/gdal/commit/148115fcc40f1651a5d15fa34c9a8c528e7147bb,https://github.com/OSGeo/gdal
linux,635682a14427d241bab7bbdeebb48a7d7b91638e,CWE-362,,Race Condition,https://github.com/torvalds/linux/commit/635682a14427d241bab7bbdeebb48a7d7b91638e,https://github.com/torvalds/linux
vim,409510c588b1eec1ae33511ae97a21eb8e110895,CWE-416,,Use After Free,https://github.com/vim/vim/commit/409510c588b1eec1ae33511ae97a21eb8e110895,https://github.com/vim/vim
linux,81cdb259fb6d8c1c4ecfeea389ff5a73c07f5755,CWE-703,,Out-of-bounds Read,https://github.com/torvalds/linux/commit/81cdb259fb6d8c1c4ecfeea389ff5a73c07f5755,https://github.com/torvalds/linux
linux,338f977f4eb441e69bb9a46eaa0ac715c931a67f,CWE-200,,Information Exposure,https://github.com/torvalds/linux/commit/338f977f4eb441e69bb9a46eaa0ac715c931a67f,https://github.com/torvalds/linux
php-src,426aeb2808955ee3d3f52e0cfb102834cdb836a5,CWE-20,,Improper Input Validation,https://github.com/php/php-src/commit/426aeb2808955ee3d3f52e0cfb102834cdb836a5,https://github.com/php/php-src
njs,7b3fba59f96e51ddf602222958ec855fba1e4383,,,Improper Check for Unusual or Exceptional Conditions,https://github.com/nginx/njs/commit/7b3fba59f96e51ddf602222958ec855fba1e4383,https://github.com/nginx/njs
flatpak,52346bf187b5a7f1c0fe9075b328b7ad6abe78f6,CWE-284,,Improper Data Handling,https://github.com/flatpak/flatpak/commit/52346bf187b5a7f1c0fe9075b328b7ad6abe78f6,https://github.com/flatpak/flatpak
Espruino,bf4416ab9129ee3afd56739ea4e3cd0da5484b6b,CWE-125,,NULL Pointer Dereference,https://github.com/espruino/Espruino/commit/bf4416ab9129ee3afd56739ea4e3cd0da5484b6b,https://github.com/espruino/Espruino
Pillow,a09acd0decd8a87ccce939d5ff65dab59e7d365b,CWE-787,,Buffer Overflow,https://github.com/python-pillow/Pillow/commit/a09acd0decd8a87ccce939d5ff65dab59e7d365b,https://github.com/python-pillow/Pillow
vim,28d032cc688ccfda18c5bbcab8b50aba6e18cde5,CWE-416,,Use After Free,https://github.com/vim/vim/commit/28d032cc688ccfda18c5bbcab8b50aba6e18cde5,https://github.com/vim/vim
libtiff,c7153361a4041260719b340f73f2f76,CWE-703,,Denial of Service (DoS),https://github.com/vadz/libtiff/commit/c7153361a4041260719b340f73f2f76,https://github.com/vadz/libtiff
sqlite,8654186b0236d556aa85528c2573ee0b6ab71be3,,,Improper Handling of Exceptional Conditions,https://github.com/sqlite/sqlite/commit/8654186b0236d556aa85528c2573ee0b6ab71be3,https://github.com/sqlite/sqlite
tensorflow,7f283ff806b2031f407db64c4d3edcda8fb9f9f5,CWE-369,,Divide By Zero,https://github.com/tensorflow/tensorflow/commit/7f283ff806b2031f407db64c4d3edcda8fb9f9f5,https://github.com/tensorflow/tensorflow
open-vm-tools,70a74758bfe0042c27f15ce590fb21a2bc54d745,,,Execution with Unnecessary Privileges,https://github.com/vmware/open-vm-tools/commit/70a74758bfe0042c27f15ce590fb21a2bc54d745,https://github.com/vmware/open-vm-tools
mod_auth_openidc,375407c16c61a70b56fdbe13b0d2c8f11398e92c,,,Use of Externally-Controlled Format String,https://github.com/zmartzone/mod_auth_openidc/commit/375407c16c61a70b56fdbe13b0d2c8f11398e92c,https://github.com/zmartzone/mod_auth_openidc
tcpdump,5dc1860d8267b1e0cb78c9ffa2a40bea2fdb3ddc,CWE-787,,Out-of-bounds Read,https://github.com/the-tcpdump-group/tcpdump/commit/5dc1860d8267b1e0cb78c9ffa2a40bea2fdb3ddc,https://github.com/the-tcpdump-group/tcpdump
weechat,f105c6f0b56fb5687b2d2aedf37cb1d1b434d556,CWE-787,,Out-of-Bounds,https://github.com/weechat/weechat/commit/f105c6f0b56fb5687b2d2aedf37cb1d1b434d556,https://github.com/weechat/weechat
linux,d76c68109f37cb85b243a1cf0f40313afd2bae68,CWE-399,,Resource Management Errors,https://github.com/torvalds/linux/commit/d76c68109f37cb85b243a1cf0f40313afd2bae68,https://github.com/torvalds/linux
FFmpeg,8c2ea3030af7b40a3c4275696fb5c76cdb80950a,CWE-787,,Out-of-bounds Write,https://github.com/FFmpeg/FFmpeg/commit/8c2ea3030af7b40a3c4275696fb5c76cdb80950a,https://github.com/FFmpeg/FFmpeg
lrzip,5faf80cd53ecfd16b636d653483144cd12004f46,CWE-703,,Integer Overflow or Wraparound,https://github.com/ckolivas/lrzip/commit/5faf80cd53ecfd16b636d653483144cd12004f46,https://github.com/ckolivas/lrzip
suricata,e1ef57c848bbe4e567d5d4b66d346a742e3f77a1,,,Clickjacking,https://github.com/OISF/suricata/commit/e1ef57c848bbe4e567d5d4b66d346a742e3f77a1,https://github.com/OISF/suricata
postgres,f52d2fbd8c62f667191b61228acf9d8aa53607b9,CWE-94,,Arbitrary Code Execution,https://github.com/postgres/postgres/commit/f52d2fbd8c62f667191b61228acf9d8aa53607b9,https://github.com/postgres/postgres
vim,5e59ea54c0c37c2f84770f068d95280069828774,CWE-125,,Out-of-bounds Read,https://github.com/vim/vim/commit/5e59ea54c0c37c2f84770f068d95280069828774,https://github.com/vim/vim
libgsf,95a8351a75758cf10b3bf6abae0b6b461f90d9e5,CWE-476,,NULL Pointer Dereference,https://github.com/GNOME/libgsf/commit/95a8351a75758cf10b3bf6abae0b6b461f90d9e5,https://github.com/GNOME/libgsf
linux,8176cced706b5e5d15887584150764894e94e02f,CWE-703,,Denial of Service (DoS),https://github.com/torvalds/linux/commit/8176cced706b5e5d15887584150764894e94e02f,https://github.com/torvalds/linux
linux,132c94e31b8bca8ea921f9f96a57d684fa4ae0a9,CWE-284,,Access Restriction Bypass,https://github.com/torvalds/linux/commit/132c94e31b8bca8ea921f9f96a57d684fa4ae0a9,https://github.com/torvalds/linux
linux,e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,CWE-284,,Improper Authentication,https://github.com/torvalds/linux/commit/e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,https://github.com/torvalds/linux
wireshark,f5ec0afb766f19519ea9623152cca3bbe2229500,CWE-787,,Out-of-Bounds,https://github.com/wireshark/wireshark/commit/f5ec0afb766f19519ea9623152cca3bbe2229500,https://github.com/wireshark/wireshark
sqlite,a6c1a71cde082e09750465d5675699062922e387,,,Improper Handling of Exceptional Conditions,https://github.com/sqlite/sqlite/commit/a6c1a71cde082e09750465d5675699062922e387,https://github.com/sqlite/sqlite
nDPI,61066fb106efa6d3d95b67e47b662de208b2b622,CWE-125,,Out-of-bounds Read,https://github.com/ntop/nDPI/commit/61066fb106efa6d3d95b67e47b662de208b2b622,https://github.com/ntop/nDPI
FFmpeg,26d3c81bc5ef2f8c3f09d45eaeacfb4b1139a777,CWE-20,,Improper Validation of Array Index,https://github.com/FFmpeg/FFmpeg/commit/26d3c81bc5ef2f8c3f09d45eaeacfb4b1139a777,https://github.com/FFmpeg/FFmpeg
pgbouncer,7ca3e5279d05fceb1e8a043c6f5b6f58dea3ed38,CWE-284,,Improper Authentication,https://github.com/pgbouncer/pgbouncer/commit/7ca3e5279d05fceb1e8a043c6f5b6f58dea3ed38,https://github.com/pgbouncer/pgbouncer
linux,cae13fe4cc3f24820ffb990c09110626837e85d4,CWE-787,,Out-of-Bounds,https://github.com/torvalds/linux/commit/cae13fe4cc3f24820ffb990c09110626837e85d4,https://github.com/torvalds/linux
php-src,2871c70efaaaa0f102557a17c727fd4d5204dd4b,CWE-703,,Denial of Service (DoS),https://github.com/php/php-src/commit/2871c70efaaaa0f102557a17c727fd4d5204dd4b,https://github.com/php/php-src
ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,CWE-399,,Out-of-Bounds,https://github.com/ImageMagick/ImageMagick/commit/726812fa2fa7ce16bcf58f6e115f65427a1c0950,https://github.com/ImageMagick/ImageMagick
OpenSC,b75c002cfb1fd61cd20ec938ff4937d7b1a94278,CWE-787,,Out-of-Bounds,https://github.com/OpenSC/OpenSC/commit/b75c002cfb1fd61cd20ec938ff4937d7b1a94278,https://github.com/OpenSC/OpenSC
tensorflow,237822b59fc504dda2c564787f5d3ad9c4aa62d9,CWE-476,,NULL Pointer Dereference,https://github.com/tensorflow/tensorflow/commit/237822b59fc504dda2c564787f5d3ad9c4aa62d9,https://github.com/tensorflow/tensorflow
tensorflow,5c8c9a8bfe750f9743d0c859bae112060b216f5c,CWE-369,,Divide By Zero,https://github.com/tensorflow/tensorflow/commit/5c8c9a8bfe750f9743d0c859bae112060b216f5c,https://github.com/tensorflow/tensorflow
systemd-stable,b00674347337b7531c92fdb65590ab253bb57538,CWE-703,,Denial of Service (DoS),https://github.com/systemd/systemd-stable/commit/b00674347337b7531c92fdb65590ab253bb57538,https://github.com/systemd/systemd-stable
libgit2,9a64e62f0f20c9cf9b2e1609f037060eb2d8eb22,CWE-284,,Improper Access Control,https://github.com/libgit2/libgit2/commit/9a64e62f0f20c9cf9b2e1609f037060eb2d8eb22,https://github.com/libgit2/libgit2
wireshark,b4d16b4495b732888e12baf5b8a7e9bf2665e22b,CWE-399,,Resource Management Errors,https://github.com/wireshark/wireshark/commit/b4d16b4495b732888e12baf5b8a7e9bf2665e22b,https://github.com/wireshark/wireshark
